creation_time,station_id,mag,station_magnitude_type,author,event_id,modification_time,event_creation_time,amplitude_id,mag_diff
2022-09-27 00:02:27.377476,EC_LAMO_HHZ,5.8403,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.184982.1356429,0.5318
2022-09-27 00:02:27.377717,EC_LAMO_HHZ,5.2152,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.188057.1356430,0.0933
2022-09-27 00:02:27.377891,EC_LAMO_HHZ,6.7006,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000056.17-AIC-EC.LAMO..HHZ.mB,1.3921
2022-09-27 00:02:27.378096,EC_LAMO_HHZ,6.5719,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000056.17-AIC-EC.LAMO..HHZ.mb,1.2634
2022-09-27 00:02:27.378410,EC_MCRA_BL,5.7833,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.202827.1356428,0.4748
2022-09-27 00:02:27.378718,EC_MCRA_BLZ,5.5423,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.197032.1356426,0.2338
2022-09-27 00:02:27.378892,EC_MCRA_BLZ,5.0003,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.200178.1356427,0.3082
2022-09-27 00:02:27.379062,EC_MCRA_BLZ,6.6072,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000049.92-AIC-EC.MCRA..BLZ.mB,1.2987
2022-09-27 00:02:27.379267,EC_MCRA_BLZ,6.0969,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000049.92-AIC-EC.MCRA..BLZ.mb,0.7884
2022-09-27 00:02:27.379464,EC_MONB_HHZ,4.6358,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000133.42-AIC-EC.MONB..HHZ.mb,0.6727
2022-09-27 00:02:27.379710,EC_PCRA_HHZ,5.7938,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000109.27-AIC-EC.PCRA..HHZ.mB,0.4853
2022-09-27 00:02:27.379872,EC_PCRA_HHZ,5.0897,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000109.27-AIC-EC.PCRA..HHZ.mb,0.2188
2022-09-27 00:02:27.380048,EC_PORT_HHZ,5.0404,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000136.19-AIC-EC.PORT..HHZ.mb,0.2681
2022-09-27 00:02:27.380275,EC_SUSE_HHZ,6.1707,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000106.55-AIC-EC.SUSE..HHZ.mB,0.8622
2022-09-27 00:02:27.380433,EC_SUSE_HHZ,5.4432,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000106.55-AIC-EC.SUSE..HHZ.mb,0.1347
2022-09-27 00:02:27.380739,PE_NIEV_BHZ,5.9329,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000101.72-AIC-PE.NIEV..BHZ.mB,0.6244
2022-09-27 00:02:27.380937,PE_NIEV_BHZ,5.3448,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000101.72-AIC-PE.NIEV..BHZ.mb,0.0363
2022-09-27 00:02:30.872353,EC_BOSC_HHZ,5.8611,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000112.03-AIC-EC.BOSC..HHZ.mB,0.5526
2022-09-27 00:02:35.490259,EC_SUSE_HHZ,5.6015,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000235.475922.1356435,0.293
2022-09-27 00:02:35.498076,EC_SUSE_HHZ,4.9249,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000235.479153.1356436,0.3836
2022-09-27 00:02:36.363510,EC_SUSE_HH,6.1148,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000236.351668.1356437,0.8063
2022-09-27 00:02:36.470720,EC_MONB_HHZ,5.2966,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000133.42-AIC-EC.MONB..HHZ.mB,0.0119
2022-09-27 00:02:38.531003,EC_JSCH_HHZ,5.3582,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000134.98-AIC-EC.JSCH..HHZ.mB,0.0497
2022-09-27 00:02:43.159737,EC_PCRA_HHZ,5.2054,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000243.147061.1356438,0.1031
2022-09-27 00:02:43.167172,EC_PCRA_HHZ,4.6174,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000243.14981.1356439,0.6911
2022-09-27 00:02:44.134892,EC_PCRA_HH,5.4424,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000244.122391.1356440,0.1339
2022-09-27 00:02:47.679148,PE_SNIG_BHZ,5.36,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000247.664244.1356649,0.0515
2022-09-27 00:02:47.686884,PE_SNIG_BHZ,4.7571,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000247.665451.1356650,0.5514
2022-09-27 00:02:47.695430,PE_SNIG_BH,5.7916,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000247.668287.1356651,0.4831
2022-09-27 00:03:18.592032,PE_NIEV_BHZ,4.9863,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000318.556016.1356714,0.3222
2022-09-27 00:03:18.601492,PE_NIEV_BHZ,4.5717,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000318.558648.1356715,0.7368
2022-09-27 00:03:22.540766,PE_NIEV_BH,5.376,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000322.520911.1356717,0.0675
2022-09-27 00:03:53.900780,EC_BOSC_HHZ,5.3987,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000353.878127.1356718,0.0902
2022-09-27 00:03:53.909227,EC_BOSC_HHZ,4.6304,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000353.881602.1356719,0.6781
2022-09-27 00:03:53.962354,EC_BOSC_HH,5.912,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000353.950642.1356720,0.6035
2022-09-27 00:04:06.370031,EC_MONB_HHZ,4.8977,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000406.360668.1356815,0.4108
2022-09-27 00:02:27.375200,EC_ARNL_HH,6.0367,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000225.342358.1356434,0.7282
2022-09-27 00:02:27.375539,EC_ARNL_HHZ,5.7491,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000224.677445.1356432,0.4406
2022-09-27 00:02:27.375805,EC_ARNL_HHZ,5.0611,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000224.681219.1356433,0.2474
2022-09-27 00:02:27.376020,EC_ARNL_HHZ,6.2437,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000103.82-AIC-EC.ARNL..HHZ.mB,0.9352
2022-09-27 00:02:27.376211,EC_ARNL_HHZ,5.3984,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000103.82-AIC-EC.ARNL..HHZ.mb,0.0899
2022-09-27 00:02:27.376462,EC_BMAS_HHZ,4.82,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000136.37-AIC-EC.BMAS..HHZ.mb,0.4885
2022-09-27 00:02:27.376698,EC_BOSC_HHZ,5.489,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000112.03-AIC-EC.BOSC..HHZ.mb,0.1805
2022-09-27 00:02:27.376921,EC_JSCH_HHZ,4.9281,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000134.98-AIC-EC.JSCH..HHZ.mb,0.3804
2022-09-27 00:02:27.377211,EC_LAMO_HH,6.3465,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.343976.1356431,1.038
2022-09-27 00:02:27.377476,EC_LAMO_HHZ,5.8403,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.184982.1356429,0.5318
2022-09-27 00:02:27.377717,EC_LAMO_HHZ,5.2152,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.188057.1356430,0.0933
2022-09-27 00:02:27.377891,EC_LAMO_HHZ,6.7006,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000056.17-AIC-EC.LAMO..HHZ.mB,1.3921
2022-09-27 00:02:27.378096,EC_LAMO_HHZ,6.5719,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000056.17-AIC-EC.LAMO..HHZ.mb,1.2634
2022-09-27 00:02:27.378410,EC_MCRA_BL,5.7833,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.202827.1356428,0.4748
2022-09-27 00:02:27.378718,EC_MCRA_BLZ,5.5423,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.197032.1356426,0.2338
2022-09-27 00:02:27.378892,EC_MCRA_BLZ,5.0003,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.200178.1356427,0.3082
2022-09-27 00:02:27.379062,EC_MCRA_BLZ,6.6072,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000049.92-AIC-EC.MCRA..BLZ.mB,1.2987
2022-09-27 00:02:27.379267,EC_MCRA_BLZ,6.0969,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000049.92-AIC-EC.MCRA..BLZ.mb,0.7884
2022-09-27 00:02:27.379464,EC_MONB_HHZ,4.6358,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000133.42-AIC-EC.MONB..HHZ.mb,0.6727
2022-09-27 00:02:27.379710,EC_PCRA_HHZ,5.7938,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000109.27-AIC-EC.PCRA..HHZ.mB,0.4853
2022-09-27 00:02:27.379872,EC_PCRA_HHZ,5.0897,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000109.27-AIC-EC.PCRA..HHZ.mb,0.2188
2022-09-27 00:02:27.380048,EC_PORT_HHZ,5.0404,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000136.19-AIC-EC.PORT..HHZ.mb,0.2681
2022-09-27 00:02:27.380275,EC_SUSE_HHZ,6.1707,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000106.55-AIC-EC.SUSE..HHZ.mB,0.8622
2022-09-27 00:02:27.380433,EC_SUSE_HHZ,5.4432,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000106.55-AIC-EC.SUSE..HHZ.mb,0.1347
2022-09-27 00:02:27.380739,PE_NIEV_BHZ,5.9329,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000101.72-AIC-PE.NIEV..BHZ.mB,0.6244
2022-09-27 00:02:27.380937,PE_NIEV_BHZ,5.3448,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000101.72-AIC-PE.NIEV..BHZ.mb,0.0363
2022-09-27 00:02:30.872353,EC_BOSC_HHZ,5.8611,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000112.03-AIC-EC.BOSC..HHZ.mB,0.5526
2022-09-27 00:02:35.490259,EC_SUSE_HHZ,5.6015,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000235.475922.1356435,0.293
2022-09-27 00:02:35.498076,EC_SUSE_HHZ,4.9249,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000235.479153.1356436,0.3836
2022-09-27 00:02:36.363510,EC_SUSE_HH,6.1148,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000236.351668.1356437,0.8063
2022-09-27 00:02:36.470720,EC_MONB_HHZ,5.2966,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000133.42-AIC-EC.MONB..HHZ.mB,0.0119
2022-09-27 00:02:38.531003,EC_JSCH_HHZ,5.3582,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000134.98-AIC-EC.JSCH..HHZ.mB,0.0497
2022-09-27 00:02:43.159737,EC_PCRA_HHZ,5.2054,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000243.147061.1356438,0.1031
2022-09-27 00:02:43.167172,EC_PCRA_HHZ,4.6174,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000243.14981.1356439,0.6911
2022-09-27 00:02:44.134892,EC_PCRA_HH,5.4424,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000244.122391.1356440,0.1339
2022-09-27 00:02:47.679148,PE_SNIG_BHZ,5.36,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000247.664244.1356649,0.0515
2022-09-27 00:02:47.686884,PE_SNIG_BHZ,4.7571,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000247.665451.1356650,0.5514
2022-09-27 00:02:47.695430,PE_SNIG_BH,5.7916,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000247.668287.1356651,0.4831
2022-09-27 00:03:18.592032,PE_NIEV_BHZ,4.9863,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000318.556016.1356714,0.3222
2022-09-27 00:03:18.601492,PE_NIEV_BHZ,4.5717,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000318.558648.1356715,0.7368
2022-09-27 00:03:22.540766,PE_NIEV_BH,5.376,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000322.520911.1356717,0.0675
2022-09-27 00:03:53.900780,EC_BOSC_HHZ,5.3987,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000353.878127.1356718,0.0902
2022-09-27 00:03:53.909227,EC_BOSC_HHZ,4.6304,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000353.881602.1356719,0.6781
2022-09-27 00:03:53.962354,EC_BOSC_HH,5.912,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000353.950642.1356720,0.6035
2022-09-27 00:04:06.370031,EC_MONB_HHZ,4.8977,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000406.360668.1356815,0.4108
2022-09-27 00:04:08.236800,EC_MONB_HH,5.1166,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000408.228727.1356816,0.1919
2022-09-27 00:04:08.456556,EC_JSCH_HHZ,5.0017,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000408.447074.1356817,0.3068
2022-09-27 00:04:08.465385,EC_JSCH_HH,5.7335,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000408.44984.1356818,0.425
2022-09-27 00:02:27.375200,EC_ARNL_HH,6.0367,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000225.342358.1356434,0.7282
2022-09-27 00:02:27.375539,EC_ARNL_HHZ,5.7491,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000224.677445.1356432,0.4406
2022-09-27 00:02:27.375805,EC_ARNL_HHZ,5.0611,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000224.681219.1356433,0.2474
2022-09-27 00:02:27.376020,EC_ARNL_HHZ,6.2437,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000103.82-AIC-EC.ARNL..HHZ.mB,0.9352
2022-09-27 00:02:27.376211,EC_ARNL_HHZ,5.3984,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000103.82-AIC-EC.ARNL..HHZ.mb,0.0899
2022-09-27 00:02:27.376462,EC_BMAS_HHZ,4.82,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000136.37-AIC-EC.BMAS..HHZ.mb,0.4885
2022-09-27 00:02:27.376698,EC_BOSC_HHZ,5.489,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000112.03-AIC-EC.BOSC..HHZ.mb,0.1805
2022-09-27 00:02:27.376921,EC_JSCH_HHZ,4.9281,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000134.98-AIC-EC.JSCH..HHZ.mb,0.3804
2022-09-27 00:02:27.377211,EC_LAMO_HH,6.3465,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.343976.1356431,1.038
2022-09-27 00:02:27.377476,EC_LAMO_HHZ,5.8403,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.184982.1356429,0.5318
2022-09-27 00:02:27.377717,EC_LAMO_HHZ,5.2152,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000200.188057.1356430,0.0933
2022-09-27 00:02:27.377891,EC_LAMO_HHZ,6.7006,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000056.17-AIC-EC.LAMO..HHZ.mB,1.3921
2022-09-27 00:02:27.378096,EC_LAMO_HHZ,6.5719,mb,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000056.17-AIC-EC.LAMO..HHZ.mb,1.2634
2022-09-27 00:02:27.378410,EC_MCRA_BL,5.7833,ML,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.202827.1356428,0.4748
2022-09-27 00:02:27.378718,EC_MCRA_BLZ,5.5423,MLv,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.197032.1356426,0.2338
2022-09-27 00:02:27.378892,EC_MCRA_BLZ,5.0003,Mjma,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/Amplitude/20220927000151.200178.1356427,0.3082
2022-09-27 00:02:27.379062,EC_MCRA_BLZ,6.6072,mB,scmag@sc3prim,igepn2022sxmj,2022-09-27T00:02:27.488646,2022-09-27T00:01:22.225247,smi:org.gfz-potsdam.de/geofon/20220927.000049.92-AIC-EC.MCRA..BLZ.mB,1.2987
