"Time","latitude","lat_error","longitude","lon_error","depth_km","depth_error","mag_val","rms","event_id","earthquake_name","event_type","evaluationStatus","creationInfo_author","creation_time","quality_usedPhaseCount","picks_mean"
1677935287.0000,0.8118,0.2828,-77.9582,0.2828,1.0000,0.6000,0.8554,0.0700,igepn2023ejxh,VT,volcanic eruption,reviewed,evillarreal@srvmonscpf,2023-03-04 08:08:07,10.0000,5.0000
1677910634.0000,0.8010,0.2828,-77.9512,0.2828,0.0000,0.3000,0.8856,0.0600,igepn2023ejjt,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-04 01:17:14,11.0000,5.0000
1677908402.0000,0.7750,0.8485,-77.9473,0.8485,-2.9900,0.7000,1.6043,0.2200,igepn2023ejij,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-04 00:40:02,16.0000,7.0000
1677898421.0000,0.7753,0.6364,-77.9632,0.6364,-2.0000,0.9000,1.8339,0.1000,igepn2023ejda,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-03 21:53:41,13.0000,6.0000
1677761715.0000,0.8038,0.2121,-77.9342,0.2121,0.0000,0.3000,0.3716,0.0700,igepn2023egfw,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-02 07:55:15,12.0000,6.0000
1677761082.0000,0.7512,0.3536,-77.9338,0.3536,-0.8500,0.7000,0.4680,0.0800,igepn2023egfn,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-02 07:44:42,14.0000,6.0000
1677753193.0000,0.7817,0.4243,-77.9358,0.4243,-2.4100,0.5000,0.5547,1.1470,igepn2023egbe,VT,volcanic eruption,reviewed,vlema@srvmonscpv,2023-03-02 05:33:13,13.0000,7.0000
1677747989.0000,0.8057,0.3536,-77.9622,0.3536,-0.7200,0.5000,0.5453,0.0600,igepn2023efyi,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-02 04:06:29,13.0000,7.0000
1677747103.0000,0.8043,0.2121,-77.9342,0.2121,-0.1200,0.3000,0.7881,0.0600,igepn2023efxv,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-02 03:51:43,12.0000,7.0000
1677717302.0000,0.8065,0.1414,-77.9478,0.1414,1.7500,0.4000,0.6197,0.0300,igepn2023efhk,VT,volcanic eruption,reviewed,aojeda@srvmonscpf,2023-03-01 19:35:02,9.0000,5.0000
1677717302.0000,0.8113,0.3536,-77.9443,0.3536,1.0000,0.7000,0.5457,0.1000,igepn2023efhi,VT,volcanic eruption,reviewed,aojeda@srvmonscpf,2023-03-01 19:35:02,9.0000,6.0000
1677695476.0000,0.8110,0.2828,-77.9633,0.2828,0.0000,0.4000,1.0690,0.0800,igepn2023eevl,VT,volcanic eruption,reviewed,aojeda@srvmonscpf,2023-03-01 13:31:16,10.0000,5.0000
1677692874.0000,0.8040,0.0707,-77.9427,0.0707,1.9600,0.2000,0.8546,0.0200,igepn2023eetv,VT,volcanic eruption,reviewed,aojeda@srvmonscpf,2023-03-01 12:47:54,8.0000,4.0000
1677677620.0000,0.8105,0.2828,-77.9510,0.2828,0.0000,0.5000,0.2927,0.0800,igepn2023eelm,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-01 08:33:40,12.0000,6.0000
1677677597.0000,0.8052,0.2828,-77.9512,0.2828,0.0300,0.2000,0.8454,0.0500,igepn2023eelp,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-01 08:33:17,10.0000,6.0000
1677676359.0000,0.8080,0.2121,-77.9510,0.2121,0.0000,0.3000,1.4053,0.0600,igepn2023eeky,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-03-01 08:12:39,14.0000,6.0000
1677623256.0000,0.8005,0.1414,-77.9337,0.1414,-0.1100,0.2000,0.7922,0.0500,igepn2023edhs,VT,volcanic eruption,reviewed,acordova,2023-02-28 17:27:36,14.0000,7.0000
1677613238.0000,0.8038,0.2828,-77.9340,0.2828,0.0900,0.2000,1.1992,0.0800,igepn2023edcb,VT,volcanic eruption,reviewed,acordova,2023-02-28 14:40:38,11.0000,5.0000
1677591925.0000,0.7698,0.4243,-77.9308,0.4243,-2.0000,0.5000,0.4963,0.0700,igepn2023ecqn,VT,volcanic eruption,reviewed,acordova,2023-02-28 08:45:25,12.0000,6.0000
1677591130.0000,0.7808,0.4243,-77.9300,0.4243,-1.8900,0.4000,0.3266,0.0600,igepn2023ecpx,VT,volcanic eruption,reviewed,acordova,2023-02-28 08:32:10,10.0000,5.0000
1677589898.0000,0.8170,0.1414,-77.9318,0.1414,0.2700,0.3000,0.4280,0.0400,igepn2023ecph,VT,volcanic eruption,reviewed,acordova,2023-02-28 08:11:38,10.0000,5.0000
1677584985.0000,0.7732,0.2828,-77.9288,0.2828,-2.0000,0.3000,0.7073,0.0500,igepn2023ecms,VT,volcanic eruption,reviewed,acordova,2023-02-28 06:49:45,14.0000,6.0000
1677583477.0000,0.7802,0.4243,-77.9340,0.4243,-1.0000,0.3000,1.0175,0.1100,igepn2023eclw,VT,volcanic eruption,reviewed,acordova,2023-02-28 06:24:37,16.0000,6.0000
1677570167.0000,0.7597,0.5657,-77.9323,0.5657,-1.5800,0.5000,1.2863,0.1500,igepn2023eceo,VT,volcanic eruption,reviewed,acordova,2023-02-28 02:42:47,21.0000,7.0000
1677570072.0000,0.7742,0.2828,-77.9305,0.2828,-1.7300,0.3000,0.8663,0.0600,igepn2023ecem,VT,volcanic eruption,reviewed,acordova,2023-02-28 02:41:12,15.0000,6.0000
1677500919.0000,0.7728,0.5657,-77.9317,0.5657,-2.3600,0.5000,0.1915,0.0500,igepn2023easm,VT,volcanic eruption,reviewed,mmejia@srvmonscpf,2023-02-27 07:28:39,8.0000,5.0000
1677499668.0000,0.7938,0.5657,-77.9612,0.5657,-0.4100,0.6000,0.1898,0.0500,igepn2023earu,VT,volcanic eruption,reviewed,mmejia@srvmonscpf,2023-02-27 07:07:48,11.0000,6.0000
1677497572.0000,0.7673,0.2828,-77.9203,0.2828,-2.1400,0.3000,1.3413,0.0400,igepn2023eaqq,VT,volcanic eruption,reviewed,mmejia@srvmonscpf,2023-02-27 06:32:52,13.0000,7.0000
1677497296.0000,0.8038,0.5657,-77.9395,0.5657,-1.0000,1.9000,0.2539,0.0600,igepn2023eaqk,VT,volcanic eruption,reviewed,mmejia@srvmonscpf,2023-02-27 06:28:16,8.0000,5.0000
1677489183.0000,0.7900,0.9899,-77.8893,0.9899,-2.0000,1.0000,0.5743,0.1400,igepn2023eama,LP,volcanic eruption,reviewed,acordova,2023-02-27 04:13:03,9.0000,7.0000
1677487357.0000,0.7873,0.5657,-77.9162,0.5657,-1.0500,0.9000,0.6324,0.1800,igepn2023eala,VT,volcanic eruption,reviewed,mmejia@srvmonscpf,2023-02-27 03:42:37,15.0000,6.0000
1677473598.0000,0.7657,0.4243,-77.9447,0.4243,-2.0000,0.7000,1.5271,0.1000,igepn2023eadl,VT,volcanic eruption,reviewed,mortiz@srvmonscpv,2023-02-26 23:53:18,13.0000,9.0000
1677441144.0000,0.8072,0.7071,-77.9358,0.7071,1.1000,1.4000,0.8404,0.0900,igepn2023dzlp,VT,volcanic eruption,reviewed,evillarreal@srvmonscpf,2023-02-26 14:52:24,6.0000,2.0000
1677214670.0000,0.7960,0.0707,-77.9252,0.0707,-2.0600,0.1000,1.2097,0.0000,igepn2023durb,VT,volcanic eruption,reviewed,acordova,2023-02-23 23:57:50,7.0000,3.0000
1677183861.0000,0.8193,0.0707,-77.9497,0.0707,0.8400,0.3000,0.0567,0.0200,igepn2023duac,VT,volcanic eruption,reviewed,acordova,2023-02-23 15:24:21,9.0000,5.0000
1677153607.0000,0.7938,0.2828,-77.9317,0.2828,-0.3100,0.3000,-0.1222,0.0600,igepn2023dtjn,HB,volcanic eruption,reviewed,acordova,2023-02-23 07:00:07,11.0000,6.0000
1677151403.0000,0.8048,1.2728,-77.9428,1.2728,2.7000,1.4000,2.4957,0.5800,igepn2023dtih,VLP,volcanic eruption,reviewed,acordova,2023-02-23 06:23:23,15.0000,8.0000
1677148091.0000,0.8212,0.2121,-77.9448,0.2121,1.2600,0.4000,0.9593,0.1000,igepn2023dtgm,VT,volcanic eruption,reviewed,acordova,2023-02-23 05:28:11,14.0000,7.0000
1677123457.0000,0.8072,0.2828,-77.9358,0.2828,0.0600,0.2000,0.9604,0.1000,igepn2023dssy,VT,volcanic eruption,reviewed,acordova,2023-02-22 22:37:37,16.0000,7.0000
1677108021.0000,0.7957,0.2828,-77.9317,0.2828,-0.0700,0.3000,0.1677,0.0600,igepn2023dskl,VT,volcanic eruption,reviewed,acordova,2023-02-22 18:20:21,12.0000,6.0000
1677078267.0000,0.8100,0.2828,-77.9595,0.2828,1.4600,0.9000,0.7235,0.0600,igepn2023druc,VT,volcanic eruption,reviewed,acordova,2023-02-22 10:04:27,10.0000,5.0000
1677078194.0000,0.8100,0.2828,-77.9600,0.2828,1.0000,0.8000,1.1118,0.0600,igepn2023drub,VT,volcanic eruption,reviewed,acordova,2023-02-22 10:03:14,10.0000,5.0000
1677059673.0000,0.8132,0.2121,-77.9600,0.2121,0.3000,0.2000,0.0521,0.0600,igepn2023drjx,VT,volcanic eruption,reviewed,acordova,2023-02-22 04:54:33,11.0000,6.0000
1677034231.0000,0.7863,0.4243,-77.9443,0.4243,-1.0000,0.5000,0.1367,0.1800,igepn2023dqvw,VT,volcanic eruption,reviewed,acordova,2023-02-21 21:50:31,13.0000,7.0000
1677006009.0000,0.7890,0.4243,-77.9330,0.4243,-2.0000,0.4000,1.0435,0.0900,igepn2023dqgj,VT,volcanic eruption,reviewed,acordova,2023-02-21 14:00:09,16.0000,7.0000
1676987495.0000,0.8020,0.3536,-77.9355,0.3536,0.0000,0.5000,0.2087,0.0800,igepn2023dpwf,VT,volcanic eruption,reviewed,acordova,2023-02-21 08:51:35,14.0000,6.0000
1676964726.0000,0.7917,0.2828,-77.9397,0.2828,1.0000,0.4000,0.9169,0.1000,igepn2023dpjr,VT,volcanic eruption,reviewed,acordova,2023-02-21 02:32:06,15.0000,6.0000
1676948253.0000,0.8017,0.2121,-77.9347,0.2121,0.1500,0.2000,0.6161,0.0600,igepn2023dpap,VT,volcanic eruption,reviewed,acordova,2023-02-20 21:57:33,14.0000,6.0000
1676945082.0000,0.8082,0.3536,-77.9665,0.3536,-1.1800,0.8000,0.7166,0.0500,igepn2023doyr,VT,volcanic eruption,reviewed,acordova,2023-02-20 21:04:42,13.0000,6.0000
1676944815.0000,0.8142,0.2121,-77.9562,0.2121,0.1300,0.3000,0.1108,0.0700,igepn2023doys,VT,volcanic eruption,reviewed,acordova,2023-02-20 21:00:15,12.0000,6.0000
1676882245.0000,0.8038,0.2121,-77.9327,0.2121,0.0000,0.4000,0.6313,0.0700,igepn2023dnqi,VT,volcanic eruption,reviewed,acordova,2023-02-20 03:37:25,14.0000,6.0000
1676847517.0000,0.8113,0.2121,-77.9488,0.2121,0.3300,0.2000,0.3729,0.0700,igepn2023dmxg,VT,volcanic eruption,reviewed,acordova,2023-02-19 17:58:37,13.0000,6.0000
1676843267.0000,0.8025,0.2828,-77.9347,0.2828,0.2100,0.2000,0.6678,0.1000,igepn2023dmux,VT,volcanic eruption,reviewed,acordova,2023-02-19 16:47:47,15.0000,6.0000
1676815349.0000,0.8018,0.2828,-77.9687,0.2828,-0.6400,0.4000,0.8368,0.0600,igepn2023dmfo,VT,volcanic eruption,reviewed,acordova,2023-02-19 09:02:29,15.0000,7.0000
1676796309.0000,0.8118,0.2828,-77.9583,0.2828,0.0500,0.2000,0.1759,0.0800,igepn2023dlva,VT,volcanic eruption,reviewed,acordova,2023-02-19 03:45:09,12.0000,6.0000
1676755355.0000,0.7743,0.8485,-77.9355,0.8485,-1.8600,1.1000,0.4134,0.1400,igepn2023dkyo,VT,volcanic eruption,reviewed,acordova,2023-02-18 16:22:35,12.0000,7.0000
1676693889.0000,0.7975,0.2121,-77.9488,0.2121,1.4300,0.4000,0.5504,0.0900,igepn2023djqt,VT,volcanic eruption,reviewed,acordova,2023-02-17 23:18:09,14.0000,6.0000
1676665640.0000,0.8020,0.4243,-77.9618,0.4243,-0.1600,0.7000,1.2054,0.0800,igepn2023djbf,VT,volcanic eruption,reviewed,acordova,2023-02-17 15:27:20,15.0000,7.0000
1676664521.0000,0.7803,0.2828,-77.9743,0.2828,-1.5600,0.8000,1.2648,0.0600,igepn2023djaq,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-02-17 15:08:41,14.0000,6.0000
1676651690.0000,0.7942,1.2728,-77.9643,1.2728,-3.3200,3.0000,0.3042,0.2300,igepn2023disx,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-02-17 11:34:50,10.0000,6.0000
1676634886.0000,0.7962,0.2828,-77.9350,0.2828,-0.6400,0.4000,0.3990,0.0800,igepn2023diki,VT,volcanic eruption,reviewed,acordova,2023-02-17 06:54:46,13.0000,7.0000
1676625826.0000,0.8078,0.2121,-77.9543,0.2121,1.0000,0.5000,0.5458,0.0700,igepn2023difi,VT,volcanic eruption,reviewed,acordova,2023-02-17 04:23:46,13.0000,6.0000
1676597218.0000,0.8010,0.2828,-77.9337,0.2828,0.1300,0.2000,0.4763,0.1000,igepn2023dhpm,VT,volcanic eruption,reviewed,acordova,2023-02-16 20:26:58,16.0000,7.0000
1676596727.0000,0.8142,0.2828,-77.9535,0.2828,0.2000,0.3000,0.4029,0.0700,igepn2023dhpi,VT,volcanic eruption,reviewed,acordova,2023-02-16 20:18:47,11.0000,6.0000
1676582774.0000,0.8118,0.2828,-77.9575,0.2828,0.2100,0.3000,0.3084,0.0700,igepn2023dhhp,VT,volcanic eruption,reviewed,acordova,2023-02-16 16:26:14,10.0000,5.0000
1676566330.0000,0.7608,0.3536,-77.9365,0.3536,0.4900,0.4000,0.9529,0.1200,igepn2023dgyq,VT,volcanic eruption,reviewed,acordova,2023-02-16 11:52:10,17.0000,7.0000
1676563885.0000,0.7572,0.1414,-77.9397,0.1414,-0.7500,0.4000,0.8267,0.0500,igepn2023dgxh,VT,volcanic eruption,reviewed,acordova,2023-02-16 11:11:25,16.0000,7.0000
1676461024.0000,0.7675,0.3536,-77.9552,0.3536,-0.1100,0.8000,1.4582,0.1200,igepn2023dess,VT,volcanic eruption,reviewed,acordova,2023-02-15 06:37:04,17.0000,7.0000
1676397766.0000,0.7762,0.5657,-77.9458,0.5657,-1.9700,0.7000,1.4680,0.1600,igepn2023ddjy,VT,volcanic eruption,reviewed,acordova,2023-02-14 13:02:46,14.0000,7.0000
1676380066.0000,0.7792,0.4950,-77.9505,0.4950,-1.0000,0.7000,0.8179,0.1100,igepn2023ddaf,VT,volcanic eruption,reviewed,acordova,2023-02-14 08:07:46,11.0000,6.0000
1676294932.0000,0.7842,0.5657,-77.9353,0.5657,-1.0000,0.4000,1.1210,0.1400,igepn2023dbfk,VT,volcanic eruption,reviewed,acordova,2023-02-13 08:28:52,12.0000,5.0000
1675935389.0000,0.8017,0.3536,-77.9475,0.3536,0.0000,0.4000,0.5685,0.0900,igepn2023ctps,VT,volcanic eruption,reviewed,acordova,2023-02-09 04:36:29,10.0000,5.0000
1675496140.0000,0.7858,0.4243,-77.9598,0.4243,-0.4500,0.7000,1.6076,0.1800,igepn2023ckig,VT,volcanic eruption,reviewed,acordova,2023-02-04 02:35:40,20.0000,8.0000
1675435981.0000,0.8047,0.2828,-77.9295,0.2828,0.1300,0.2000,0.1562,0.0400,igepn2023cjbe,VT,volcanic eruption,reviewed,acordova,2023-02-03 09:53:01,9.0000,5.0000
1675399442.0000,0.7990,0.3536,-77.9460,0.3536,0.0000,0.3000,1.0438,0.0600,igepn2023cihb,VT,volcanic eruption,reviewed,acordova,2023-02-02 23:44:02,11.0000,6.0000
1675395377.0000,0.8077,0.6364,-77.9630,0.6364,-0.3600,0.8000,0.1973,0.0800,igepn2023ciev,VT,volcanic eruption,reviewed,acordova,2023-02-02 22:36:17,10.0000,5.0000
1675382465.0000,0.8003,0.3536,-77.9408,0.3536,0.0400,0.2000,0.3662,0.0800,igepn2023chxo,VT,volcanic eruption,reviewed,acordova,2023-02-02 19:01:05,10.0000,5.0000
1675374050.0000,0.8065,0.3536,-77.9597,0.3536,0.1900,0.2000,1.5749,0.0800,igepn2023chtc,VT,volcanic eruption,reviewed,acordova,2023-02-02 16:40:50,13.0000,6.0000
1675298464.0000,0.8027,0.1414,-77.9630,0.1414,-0.2700,0.3000,1.7015,0.0600,igepn2023cgdo,VT,volcanic eruption,reviewed,acordova,2023-02-01 19:41:04,16.0000,6.0000
1675236657.0000,0.7902,0.2121,-77.9543,0.2121,-0.8700,0.5000,0.7103,0.0400,igepn2023cevo,VT,volcanic eruption,reviewed,acordova,2023-02-01 02:30:57,11.0000,7.0000
1675147927.0000,0.7925,0.2828,-77.9695,0.2828,-1.5600,0.3000,1.6699,0.0900,igepn2023ccyu,VT,volcanic eruption,reviewed,acordova,2023-01-31 01:52:07,22.0000,8.0000
1675111169.0000,0.8105,0.2828,-77.9272,0.2828,1.3900,0.6000,0.2591,0.0700,igepn2023ccep,VT,volcanic eruption,reviewed,acordova,2023-01-30 15:39:29,9.0000,5.0000
1675092749.0000,0.7775,0.3536,-77.9763,0.3536,-0.7000,1.7000,0.7812,1.5750,igepn2023cbul,VT,volcanic eruption,reviewed,acordova,2023-01-30 10:32:29,13.0000,7.0000
1675091115.0000,0.7833,0.4243,-77.9690,0.4243,-0.8400,1.5000,0.5819,0.0800,igepn2023cbtl,VT,volcanic eruption,reviewed,acordova,2023-01-30 10:05:15,9.0000,6.0000
1674944816.0000,0.7948,0.2121,-77.9350,0.2121,-1.0000,0.4000,1.1020,0.0600,igepn2023byrd,VT,volcanic eruption,reviewed,acordova,2023-01-28 17:26:56,11.0000,6.0000
1674918875.0000,0.7798,0.4950,-77.9465,0.4950,-2.8100,0.4000,0.8575,0.0800,igepn2023bycw,VT,volcanic eruption,reviewed,vlema@srvmonscpv,2023-01-28 10:14:35,10.0000,6.0000
1674786651.0000,0.7775,0.3536,-77.9427,0.3536,-0.3200,0.8000,2.0768,0.1400,igepn2023bvif,VT,volcanic eruption,reviewed,vlema@srvmonscpf,2023-01-26 21:30:51,16.0000,6.0000
1674569714.0000,0.7795,0.4950,-77.9748,0.4950,-0.1800,4.1000,1.2114,0.1000,igepn2023bqsx,VT,volcanic eruption,reviewed,acordova,2023-01-24 09:15:14,13.0000,7.0000
1674504425.0000,0.8013,0.2121,-77.9550,0.2121,-0.2700,0.3000,1.6523,0.0400,igepn2023bpiz,VT,volcanic eruption,reviewed,acordova,2023-01-23 15:07:05,13.0000,6.0000
1674494204.0000,0.8143,0.2828,-77.9592,0.2828,-0.3700,0.4000,0.2672,0.0500,igepn2023bpdi,VT,volcanic eruption,reviewed,acordova,2023-01-23 12:16:44,11.0000,6.0000
1674487084.0000,0.8034,1.6371,-77.9481,2.1484,-4.4071,1.8439,1.6959,0.4127,igepn2023bozl,VT,volcanic eruption,reviewed,acordova,2023-01-23 10:18:04,22.0000,10.0000
1674469801.0000,0.8120,0.3536,-77.9582,0.3536,-0.1000,0.4000,0.3447,0.0600,igepn2023bopy,VT,volcanic eruption,reviewed,acordova,2023-01-23 05:30:01,11.0000,6.0000
1674449870.0000,0.8038,0.2121,-77.9327,0.2121,0.0000,0.3000,0.3700,0.0700,igepn2023boez,VT,volcanic eruption,reviewed,acordova,2023-01-22 23:57:50,13.0000,7.0000
1674413588.0000,0.7660,0.4950,-77.9617,0.4950,-0.4400,0.9000,0.7098,0.0600,igepn2023bnlb,VT,volcanic eruption,reviewed,acordova,2023-01-22 13:53:08,12.0000,7.0000
1674410240.0000,0.7872,0.4950,-77.9352,0.4950,-0.5000,0.7000,0.1986,0.0900,igepn2023bnjb,VT,volcanic eruption,reviewed,acordova,2023-01-22 12:57:20,10.0000,6.0000
1674394892.0000,0.8008,0.0707,-77.9280,0.0707,0.6800,0.2000,-0.1055,0.0200,igepn2023bnat,VT,volcanic eruption,reviewed,acordova,2023-01-22 08:41:32,9.0000,5.0000
1674393890.0000,0.7907,0.7071,-77.9508,0.7071,-0.5100,0.7000,0.3978,0.0800,igepn2023bnaf,VT,volcanic eruption,reviewed,acordova,2023-01-22 08:24:50,11.0000,6.0000
1674390285.0000,0.7942,0.2828,-77.9445,0.2828,-0.6500,0.4000,0.1002,0.0400,igepn2023bmyg,VT,volcanic eruption,reviewed,acordova,2023-01-22 07:24:45,12.0000,6.0000
1674385782.0000,0.7924,1.5422,-77.9193,1.9051,-3.0156,1.7233,1.8467,0.6449,igepn2023bmvu,VT,volcanic eruption,reviewed,vlema@srvpicados.igepn.edu.ec,2023-01-22 06:09:42,25.0000,14.0000
1674378185.0000,0.8077,0.4243,-77.9630,0.4243,-1.1500,0.5000,0.3403,0.0600,igepn2023bmrl,VT,volcanic eruption,reviewed,acordova,2023-01-22 04:03:05,11.0000,5.0000
1674375997.0000,0.7950,0.1414,-77.9323,0.1414,-0.1400,0.2000,0.6722,0.0600,igepn2023bmqj,VT,volcanic eruption,reviewed,acordova,2023-01-22 03:26:37,16.0000,7.0000
1674248702.0000,0.8065,0.1414,-77.9435,0.1414,0.2700,0.1000,0.1741,0.0300,igepn2023bjyk,VT,volcanic eruption,reviewed,acordova,2023-01-20 16:05:02,10.0000,5.0000
1674236888.0000,0.7927,0.5657,-77.9193,0.5657,-1.0000,0.6000,1.7019,0.2100,igepn2023bjrx,VT,volcanic eruption,reviewed,acordova,2023-01-20 12:48:08,17.0000,6.0000
1674197971.0000,0.8157,0.3536,-77.9538,0.3536,0.0000,0.5000,1.5066,0.0600,igepn2023biwn,VT,volcanic eruption,reviewed,acordova,2023-01-20 01:59:31,11.0000,5.0000
1674189240.0000,0.8142,0.3536,-77.9402,0.3536,1.0000,0.5000,0.2225,0.0700,igepn2023birs,VT,volcanic eruption,reviewed,acordova,2023-01-19 23:34:00,9.0000,5.0000
1674123830.0000,0.8138,0.2828,-77.9295,0.2828,1.0000,0.8000,-0.5672,0.0800,igepn2023bhhu,VT,volcanic eruption,reviewed,acordova,2023-01-19 05:23:50,9.0000,5.0000
1674121943.0000,0.7980,0.2121,-77.9377,0.2121,-0.0800,0.4000,0.4070,0.0700,igepn2023bhgs,VT,volcanic eruption,reviewed,acordova,2023-01-19 04:52:23,11.0000,6.0000
1674120821.0000,0.8018,0.2828,-77.9343,0.2828,-0.6700,0.4000,0.9713,0.0700,igepn2023bhgd,VT,volcanic eruption,reviewed,acordova,2023-01-19 04:33:41,11.0000,6.0000
1674120808.0000,0.8027,0.4243,-77.9385,0.4243,-0.2600,0.6000,0.8719,0.0800,igepn2023bhgc,VT,volcanic eruption,reviewed,acordova,2023-01-19 04:33:28,9.0000,4.0000
1674089075.0000,0.7740,0.4243,-77.9457,0.4243,-1.0600,0.6000,1.7792,0.1300,igepn2023bgoq,VT,volcanic eruption,reviewed,acordova,2023-01-18 19:44:35,16.0000,6.0000
1674087072.0000,0.8135,0.2828,-77.9418,0.2828,0.5200,0.4000,-0.0327,0.0500,igepn2023bgnn,VT,volcanic eruption,reviewed,acordova,2023-01-18 19:11:12,8.0000,5.0000
1674083327.0000,0.8038,0.2828,-77.9305,0.2828,0.2600,0.5000,0.5680,0.0500,igepn2023bglm,VT,volcanic eruption,reviewed,acordova,2023-01-18 18:08:47,10.0000,5.0000
1674036270.0000,0.8038,0.2828,-77.9360,0.2828,0.1300,0.1000,0.1380,0.0600,igepn2023bflp,VT,volcanic eruption,reviewed,acordova,2023-01-18 05:04:30,13.0000,5.0000
1674036007.0000,0.7773,0.5657,-77.9393,0.5657,-0.3000,1.0000,0.7326,0.1400,igepn2023bfll,VT,volcanic eruption,reviewed,acordova,2023-01-18 05:00:07,12.0000,6.0000
1674018827.0000,0.8048,0.3536,-77.9335,0.3536,0.1300,0.2000,0.3835,0.0600,igepn2023bfbw,VT,volcanic eruption,reviewed,acordova,2023-01-18 00:13:47,9.0000,4.0000
1673999075.0000,0.8038,0.3536,-77.9278,0.3536,0.2700,0.5000,0.7234,0.0600,igepn2023beqv,VT,volcanic eruption,reviewed,acordova,2023-01-17 18:44:35,9.0000,5.0000
1673992691.0000,0.8157,0.2828,-77.9505,0.2828,0.1600,0.2000,0.6617,0.0600,igepn2023benq,VT,volcanic eruption,reviewed,acordova,2023-01-17 16:58:11,11.0000,5.0000
1673992365.0000,0.8212,0.2828,-77.9463,0.2828,0.4900,0.3000,1.0246,0.0700,igepn2023benh,VT,volcanic eruption,reviewed,acordova,2023-01-17 16:52:45,11.0000,5.0000
1673992285.0000,0.8162,0.2121,-77.9503,0.2121,0.2600,0.1000,0.7937,0.0600,igepn2023benk,VT,volcanic eruption,reviewed,acordova,2023-01-17 16:51:25,11.0000,5.0000
1673990947.0000,0.8130,0.2828,-77.9415,0.2828,0.5700,0.3000,0.4231,0.0600,igepn2023bemo,VT,volcanic eruption,reviewed,acordova,2023-01-17 16:29:07,10.0000,5.0000
1673983258.0000,0.7880,0.3536,-77.9490,0.3536,-1.0000,0.6000,0.4298,0.1000,igepn2023beil,VT,volcanic eruption,reviewed,acordova,2023-01-17 14:20:58,11.0000,6.0000
1673949272.0000,0.8012,0.1414,-77.9608,0.1414,-0.4500,0.4000,1.2386,0.0300,igepn2023bdpt,VT,volcanic eruption,reviewed,acordova,2023-01-17 04:54:32,10.0000,6.0000
1673937544.0000,0.8138,0.2121,-77.9477,0.2121,0.3900,0.1000,1.0607,0.0500,igepn2023bdji,VT,volcanic eruption,reviewed,acordova,2023-01-17 01:39:04,11.0000,5.0000
1673932892.0000,0.7893,0.2828,-77.9510,0.2828,-1.0000,0.7000,0.8583,0.0600,igepn2023bdgt,VT,volcanic eruption,reviewed,acordova,2023-01-17 00:21:32,10.0000,6.0000
1673897891.0000,0.8038,0.3536,-77.9338,0.3536,0.0000,0.3000,1.4398,0.0500,igepn2023bcnn,VT,volcanic eruption,reviewed,acordova,2023-01-16 14:38:11,11.0000,5.0000
1673886010.0000,0.7768,0.2828,-77.9438,0.2828,-0.5600,0.7000,1.2444,0.1200,igepn2023bcgz,VT,volcanic eruption,reviewed,acordova,2023-01-16 11:20:10,16.0000,7.0000
1673873215.0000,0.8012,0.2828,-77.9263,0.2828,0.5700,0.6000,-0.3000,0.0800,igepn2023bbzy,VT,volcanic eruption,reviewed,acordova,2023-01-16 07:46:55,10.0000,5.0000
1673867741.0000,0.7998,0.2121,-77.9343,0.2121,0.0000,0.3000,0.8298,0.0500,igepn2023bbwy,VT,volcanic eruption,reviewed,acordova,2023-01-16 06:15:41,13.0000,6.0000
1673824355.0000,0.8038,0.2121,-77.9277,0.2121,1.0000,0.2000,0.4927,0.0600,igepn2023bazc,VT,volcanic eruption,reviewed,acordova,2023-01-15 18:12:35,11.0000,5.0000
1673822893.0000,0.8048,0.4950,-77.9355,0.4950,-0.1400,0.6000,-0.0411,0.0500,igepn2023baya,VT,volcanic eruption,reviewed,acordova,2023-01-15 17:48:13,7.0000,5.0000
1673817795.0000,0.8228,0.2828,-77.9492,0.2828,1.0000,0.4000,0.4545,0.0700,igepn2023bavm,VT,volcanic eruption,reviewed,acordova,2023-01-15 16:23:15,12.0000,5.0000
1673815309.0000,0.8148,0.1414,-77.9540,0.1414,0.0900,0.1000,0.2570,0.0200,igepn2023baty,VT,volcanic eruption,reviewed,acordova,2023-01-15 15:41:49,9.0000,5.0000
1673800523.0000,0.8015,0.2828,-77.9273,0.2828,1.0000,0.2000,-0.2981,0.0200,igepn2023balv,VT,volcanic eruption,reviewed,acordova,2023-01-15 11:35:23,8.0000,4.0000
1673737268.0000,0.8035,0.1414,-77.9507,0.1414,0.7300,0.3000,0.3236,0.0200,igepn2023azdf,VT,volcanic eruption,reviewed,acordova,2023-01-14 18:01:08,9.0000,4.0000
